اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
6044.json,1,1435,589,37.03,54.65,37.03
6049.json,1,1825,694,45.03,55.94,45.03
6050.json,1,2115,706,44.66,63.17,44.66
6052.json,1,1984,711,48.69,55.35,48.69
6053.json,1,3174,787,61.34,64.58,61.34
6055.json,1,2029,646,58.84,45.46,58.84
6058.json,1,2171,539,43.19,62.75,43.19
6059.json,1,2174,757,38.95,75.25,38.95
6060.json,1,1685,642,54.77,42.49,54.77
6061.json,1,1800,810,60.51,43.13,60.51
6062.json,1,1498,623,33.6,63.12,33.6
6063.json,1,3324,805,51.55,80.09,51.55
6070.json,1,1895,716,50.4,51.8,50.4
6076.json,1,1540,649,45.47,48.15,45.47
6077.json,1,1620,565,42.71,51.16,42.71
6078.json,1,2468,1042,81.53,43.05,81.53
6080.json,1,1664,703,48.41,48.89,48.41
6082.json,1,2174,822,48.09,62.29,48.09
6084.json,1,2606,736,49.74,67.19,49.74
6087.json,1,2250,902,75.34,41.84,75.34
6091.json,1,1950,814,43.99,62.83,43.99
6092.json,1,2646,802,57.76,59.7,57.76
6093.json,1,2528,788,58.8,56.4,58.8
6095.json,1,1530,787,52.07,44.49,52.07
6096.json,1,3711,829,64.65,70.22,64.65
6097.json,1,1532,695,54.13,41.14,54.13
6098.json,1,1646,706,51.16,45.97,51.16
6100.json,1,2257,807,59.97,51.09,59.97
6103.json,1,1553,755,61.86,37.31,61.86
6105.json,1,1509,624,34.17,62.42,34.17
6107.json,1,1868,846,53.8,50.45,53.8
6109.json,1,1578,698,59.48,38.27,59.48
6110.json,1,1738,728,47.4,52.03,47.4
6111.json,1,1761,637,38.37,62.5,38.37
6112.json,1,2770,892,49.31,74.27,49.31
6118.json,1,1497,571,36.44,56.75,36.44
6121.json,1,1915,712,44.11,59.55,44.11
6122.json,1,2285,971,55.47,58.7,55.47
6123.json,1,1533,754,51.34,44.54,51.34
6124.json,1,2971,793,50.62,74.35,50.62
6125.json,1,1814,868,51.68,51.89,51.68
6126.json,1,1663,529,38.63,56.74,38.63
6129.json,1,1649,685,49.81,46.86,49.81
6132.json,1,1923,725,50.42,52.52,50.42
6134.json,1,2835,785,42.53,85.11,42.53
6136.json,1,1632,613,29.97,74.91,29.97
6138.json,1,1633,546,34.89,62.46,34.89
6140.json,1,3605,879,45.25,99.1,45.25
6141.json,1,3457,846,46.37,92.79,46.37
6144.json,1,2344,737,45.9,67.12,45.9
6146.json,1,1557,615,37.35,58.16,37.35
6148.json,1,4468,826,41.97,126.15,41.97
6149.json,1,1583,615,37.58,58.5,37.58
6151.json,1,2293,1027,67.6,49.11,67.6
6152.json,1,1902,680,46.25,55.83,46.25
6155.json,1,1427,744,38.43,56.49,38.43
6157.json,1,3066,731,46.34,81.93,46.34
6158.json,1,1952,845,47.4,59.0,47.4
6159.json,1,911,554,52.96,27.66,52.96
6160.json,1,1464,691,42.87,50.27,42.87
6161.json,1,1536,728,47.4,47.76,47.4
6162.json,1,1740,687,47.7,50.88,47.7
6163.json,1,3857,717,42.18,108.45,42.18
6164.json,0,2312,0,0.3,7732.22,0.0
6165.json,1,2128,711,50.84,55.84,50.84
6166.json,0,2122,0,0.31,6932.73,0.0
6168.json,1,1616,574,44.13,49.63,44.13
6169.json,0,1597,0,0.27,5859.27,0.0
6171.json,0,2179,0,0.31,7119.03,0.0
6172.json,0,884,0,0.27,3273.44,0.0
6176.json,0,4211,0,0.31,13371.42,0.0
6177.json,0,1940,0,0.28,6859.0,0.0
6178.json,1,1941,625,57.65,44.51,57.65
6180.json,0,1525,0,0.7,2190.39,0.0
6181.json,0,1499,0,0.28,5328.41,0.0
6184.json,1,981,467,27.86,51.97,27.86
6185.json,0,2350,0,0.78,3006.82,0.0
6186.json,0,1719,0,0.34,5109.39,0.0
6188.json,0,2590,0,0.73,3555.48,0.0
6189.json,0,1731,0,0.31,5530.9,0.0
6193.json,1,1735,719,53.87,45.56,53.87
6195.json,0,1591,0,0.27,5828.35,0.0
6197.json,0,2670,0,0.33,8019.03,0.0
6198.json,0,1325,0,0.3,4421.56,0.0
6199.json,0,1669,0,0.3,5502.86,0.0
6201.json,1,1003,423,24.25,58.81,24.25
6202.json,1,1525,697,56.62,39.25,56.62
6203.json,0,1769,0,0.62,2841.91,0.0
6204.json,0,2573,0,0.3,8696.34,0.0
6205.json,1,1494,791,46.11,49.55,46.11
6206.json,0,1539,0,0.27,5724.48,0.0
6207.json,0,2199,0,0.29,7697.77,0.0
6208.json,0,1693,0,0.29,5892.97,0.0
6209.json,0,1506,0,0.3,4994.53,0.0
6210.json,0,1673,0,0.28,6011.83,0.0
6212.json,0,1789,0,0.28,6293.71,0.0
6213.json,0,1922,0,0.28,6921.49,0.0
6214.json,0,1954,0,0.3,6496.67,0.0
6215.json,0,2056,0,0.29,7096.34,0.0
6216.json,0,2704,0,0.29,9270.53,0.0
6217.json,0,2124,0,0.3,7162.73,0.0
6218.json,0,2149,0,0.28,7609.2,0.0
6220.json,0,1542,0,0.28,5547.36,0.0
6221.json,0,1571,0,0.27,5780.19,0.0
6222.json,0,1005,0,0.28,3627.64,0.0
6224.json,0,1352,0,0.27,4937.78,0.0
6225.json,0,1600,0,0.28,5734.78,0.0
6227.json,0,2094,0,0.31,6863.79,0.0
6228.json,0,2882,0,0.69,4189.24,0.0
6230.json,0,2644,0,0.29,8985.13,0.0
6231.json,0,1475,0,0.27,5487.14,0.0
6232.json,0,1474,0,0.51,2888.7,0.0
6233.json,0,1474,0,0.47,3126.75,0.0
6234.json,0,1475,0,0.28,5347.99,0.0
6235.json,0,1007,0,0.27,3682.43,0.0
6236.json,0,1565,0,0.27,5759.12,0.0
6237.json,0,1592,0,0.27,5876.99,0.0
6238.json,0,3195,0,0.35,9194.31,0.0
6239.json,0,2918,0,0.29,10129.74,0.0
6240.json,0,2416,0,0.3,8140.01,0.0
6241.json,0,1697,0,0.29,5945.07,0.0
6242.json,0,1678,0,0.28,5936.75,0.0
6243.json,0,2045,0,0.3,6916.91,0.0
6244.json,0,1593,0,0.27,5921.92,0.0
6245.json,0,2254,0,0.28,8101.65,0.0
6246.json,0,4169,0,0.33,12788.1,0.0
6247.json,0,1385,0,0.27,5217.03,0.0
6248.json,0,1673,0,0.29,5842.49,0.0
6249.json,0,1058,0,0.26,4078.45,0.0
6250.json,0,1634,0,0.26,6267.1,0.0
6251.json,0,2482,0,0.32,7868.9,0.0
6253.json,0,1009,0,0.28,3574.93,0.0
6254.json,0,1633,0,0.27,5977.67,0.0
6255.json,0,1853,0,0.28,6701.49,0.0
6256.json,0,2212,0,0.28,7793.59,0.0
6257.json,0,1744,0,0.27,6451.01,0.0
6258.json,1,1643,888,46.77,54.11,46.77
6259.json,0,4769,0,0.77,6180.44,0.0
6260.json,0,7697,0,0.45,17053.72,0.0
6261.json,0,2285,0,0.29,7819.19,0.0
6262.json,0,3296,0,0.3,11049.47,0.0
6264.json,0,1765,0,0.3,5893.47,0.0
6265.json,0,2519,0,0.3,8290.83,0.0
6266.json,0,2810,0,0.3,9508.68,0.0
6267.json,0,2884,0,0.3,9584.51,0.0
6268.json,0,3166,0,0.69,4576.25,0.0
6269.json,0,1417,0,0.27,5285.45,0.0
6270.json,0,1528,0,0.26,5781.89,0.0
6271.json,0,2991,0,0.29,10328.32,0.0
6273.json,0,1746,0,0.28,6185.54,0.0
6275.json,0,1393,0,0.26,5271.17,0.0
6276.json,0,1874,0,0.27,6823.57,0.0
6277.json,0,2743,0,0.31,8708.79,0.0
6279.json,0,1355,0,0.28,4790.71,0.0
6280.json,0,2653,0,0.3,8789.24,0.0
6282.json,0,2453,0,0.24,10057.3,0.0
6284.json,0,918,0,0.27,3443.59,0.0
6288.json,0,1220,0,0.28,4428.6,0.0
6289.json,0,1329,0,0.23,5723.95,0.0
6290.json,0,1245,0,0.27,4675.48,0.0
6291.json,0,2206,0,0.29,7576.33,0.0
6292.json,0,1379,0,0.27,5093.73,0.0
6293.json,0,1239,0,0.26,4713.66,0.0
6294.json,0,1316,0,0.27,4907.67,0.0
6295.json,0,1917,0,0.28,6744.98,0.0
6296.json,0,908,0,0.28,3190.35,0.0
6297.json,0,1832,0,0.45,4065.59,0.0
6299.json,0,1652,0,0.29,5713.78,0.0
6300.json,0,1606,0,0.28,5818.75,0.0
6301.json,0,1868,0,0.3,6268.52,0.0
6304.json,0,1476,0,0.27,5527.62,0.0
6305.json,0,1492,0,0.29,5232.93,0.0
6306.json,0,2279,0,0.28,8100.87,0.0
6307.json,0,1307,0,0.27,4760.27,0.0
6308.json,0,2870,0,0.31,9317.45,0.0
6309.json,0,2632,0,0.33,8032.69,0.0
6310.json,0,2497,0,0.3,8307.51,0.0
6311.json,0,2226,0,0.51,4357.69,0.0
6312.json,0,1583,0,0.28,5645.05,0.0
6313.json,0,2176,0,0.29,7585.37,0.0
6314.json,0,1617,0,0.67,2400.72,0.0
6315.json,1,2220,682,41.11,70.59,41.11
6316.json,1,1309,775,39.7,52.49,39.7
6317.json,0,3165,0,0.74,4288.12,0.0
6318.json,0,2043,0,0.28,7250.01,0.0
6319.json,0,1371,0,0.28,4980.14,0.0
6320.json,0,2125,0,0.27,7745.58,0.0
6321.json,0,1897,0,0.31,6213.08,0.0
6322.json,0,1262,0,0.47,2669.17,0.0
6323.json,0,2234,0,0.28,7876.06,0.0
6324.json,0,1604,0,0.27,5866.11,0.0
6325.json,0,1598,0,0.28,5641.06,0.0
6326.json,0,1550,0,0.28,5481.67,0.0
6328.json,0,2502,0,0.33,7550.47,0.0
6329.json,0,2181,0,0.25,8834.51,0.0
6331.json,0,3988,0,0.74,5401.53,0.0
6332.json,0,1458,0,0.27,5447.9,0.0
6333.json,0,1312,0,0.27,4915.53,0.0
6334.json,0,2289,0,0.33,6903.76,0.0
6335.json,0,1545,0,0.42,3661.19,0.0
6336.json,0,2167,0,0.3,7217.55,0.0
6337.json,0,2177,0,0.29,7417.46,0.0
6338.json,0,1373,0,0.28,4874.72,0.0
6339.json,0,1382,0,0.27,5170.21,0.0
6340.json,0,1456,0,0.29,5104.09,0.0
6341.json,0,1472,0,0.26,5642.85,0.0
6342.json,0,2388,0,0.3,7858.24,0.0
6343.json,0,1397,0,0.26,5461.34,0.0
6344.json,0,891,0,0.47,1878.75,0.0
6345.json,0,1737,0,0.28,6244.15,0.0
6346.json,0,1767,0,0.35,5060.5,0.0
6347.json,0,1732,0,0.27,6302.26,0.0
6348.json,0,2021,0,0.29,7024.16,0.0
6349.json,0,1606,0,0.28,5683.82,0.0
6350.json,0,1615,0,0.28,5849.1,0.0
6351.json,0,1584,0,0.28,5617.78,0.0
6352.json,0,1322,0,0.27,4966.18,0.0
6353.json,0,1822,0,0.27,6711.48,0.0
6354.json,0,1535,0,0.26,5844.79,0.0
6355.json,0,1383,0,0.26,5302.37,0.0
6359.json,0,1459,0,0.27,5449.86,0.0
6361.json,0,1385,0,0.29,4819.69,0.0
6363.json,0,4731,0,0.52,9048.02,0.0
6364.json,0,2244,0,0.28,7966.92,0.0
6365.json,0,1051,0,0.27,3938.61,0.0
6366.json,0,3123,0,0.32,9887.31,0.0
6367.json,0,2331,0,0.29,7917.19,0.0
6368.json,0,2453,0,0.46,5342.87,0.0
6369.json,0,4345,0,0.4,10747.86,0.0
6370.json,0,1051,0,0.28,3818.25,0.0
6371.json,0,2345,0,0.29,8026.19,0.0
6372.json,0,2940,0,0.29,10120.22,0.0
6373.json,0,1392,0,0.26,5345.79,0.0
6374.json,0,1016,0,0.27,3787.29,0.0
6375.json,0,2449,0,0.29,8504.22,0.0
6376.json,0,2367,0,0.28,8386.06,0.0
6377.json,0,2456,0,0.29,8390.91,0.0
6378.json,0,883,0,0.26,3388.53,0.0
6380.json,0,877,0,0.28,3167.82,0.0
6382.json,0,2536,0,0.3,8422.76,0.0
6383.json,0,2840,0,0.29,9855.93,0.0
6384.json,0,2783,0,0.33,8459.35,0.0
6385.json,0,2163,0,0.69,3149.39,0.0
6386.json,0,2198,0,0.29,7643.12,0.0
6387.json,0,3010,0,0.3,9968.22,0.0
6388.json,0,1376,0,0.75,1823.3,0.0
6389.json,0,1257,0,0.22,5812.87,0.0
6390.json,0,2227,0,0.28,7825.14,0.0
6391.json,0,3383,0,0.33,10333.42,0.0
6392.json,0,2561,0,0.25,10096.29,0.0
6393.json,0,1874,0,0.22,8575.04,0.0
6394.json,0,3860,0,0.32,12236.79,0.0
6395.json,0,2219,0,0.3,7517.25,0.0
6396.json,0,1502,0,0.29,5114.81,0.0
6398.json,0,1938,0,0.27,7246.85,0.0
6399.json,0,1822,0,0.35,5212.71,0.0
6400.json,0,1502,0,0.28,5352.41,0.0
6401.json,0,2232,0,0.3,7521.77,0.0
6402.json,0,1465,0,0.28,5233.68,0.0
6405.json,0,1384,0,0.26,5288.76,0.0
6406.json,0,1459,0,0.3,4847.35,0.0
6409.json,0,2727,0,0.74,3670.74,0.0
6410.json,0,1748,0,0.44,3962.16,0.0
6411.json,0,1477,0,0.3,4923.91,0.0
6412.json,0,1524,0,0.44,3428.7,0.0
6413.json,0,2233,0,0.28,7946.14,0.0
6414.json,0,2020,0,0.28,7271.5,0.0
6415.json,0,2649,0,0.25,10697.4,0.0
6416.json,0,2056,0,0.28,7258.07,0.0
6417.json,0,2037,0,0.28,7237.11,0.0
6418.json,0,1469,0,0.28,5270.86,0.0
6419.json,0,1410,0,0.21,6700.25,0.0
6420.json,0,1530,0,0.29,5294.54,0.0
6421.json,0,1478,0,0.28,5264.23,0.0
6422.json,0,1305,0,0.26,4940.43,0.0
6423.json,0,1249,0,0.26,4717.39,0.0
6424.json,0,1181,0,0.27,4396.16,0.0
6426.json,0,2328,0,0.29,8009.64,0.0
6427.json,0,3696,0,0.46,7976.99,0.0
6428.json,0,1010,0,0.25,3995.32,0.0
6429.json,0,2357,0,0.28,8537.91,0.0
6430.json,0,1706,0,0.27,6245.14,0.0
6431.json,0,1632,0,0.28,5840.35,0.0
6433.json,0,1141,0,0.26,4375.66,0.0
6434.json,0,947,0,0.26,3585.4,0.0
6436.json,0,1593,0,0.27,5871.47,0.0
6437.json,0,1661,0,0.28,5988.23,0.0
6438.json,0,1701,0,0.28,6092.1,0.0
6439.json,0,1687,0,0.28,6089.79,0.0
6441.json,0,1307,0,0.29,4545.88,0.0
6442.json,0,1589,0,0.28,5753.29,0.0
6444.json,0,3076,0,0.34,8927.29,0.0
6446.json,0,1636,0,0.29,5568.85,0.0
6447.json,0,1824,0,0.28,6592.44,0.0
6449.json,0,1818,0,0.29,6301.67,0.0
6450.json,0,1357,0,0.28,4837.26,0.0
6452.json,0,5301,0,0.6,8772.35,0.0
6453.json,0,1077,0,0.28,3895.14,0.0
6454.json,0,1751,0,0.27,6507.14,0.0
6455.json,0,1449,0,0.27,5403.96,0.0
6456.json,0,1217,0,0.26,4738.19,0.0
6457.json,0,1410,0,0.27,5255.81,0.0
6460.json,0,1561,0,0.39,3978.2,0.0
6461.json,0,1582,0,0.28,5700.29,0.0
6462.json,0,1524,0,0.29,5301.32,0.0
6463.json,0,2057,0,0.3,6789.15,0.0
6464.json,0,1732,0,0.3,5719.81,0.0
6465.json,0,1984,0,0.28,6974.85,0.0
6466.json,0,1468,0,0.27,5391.17,0.0
6467.json,0,1870,0,0.29,6455.81,0.0
6468.json,0,1742,0,0.69,2538.83,0.0
6469.json,0,2092,0,0.28,7501.46,0.0
6470.json,0,2075,0,0.28,7312.47,0.0
6471.json,0,1399,0,0.27,5199.56,0.0
6472.json,0,891,0,0.25,3550.59,0.0
6473.json,0,2930,0,0.33,8820.14,0.0
6474.json,0,1493,0,0.69,2174.47,0.0
6475.json,0,1632,0,0.28,5787.15,0.0
6477.json,0,1439,0,0.29,5037.68,0.0
6478.json,0,1493,0,0.27,5613.54,0.0
6479.json,0,3225,0,0.26,12541.37,0.0
6480.json,0,2483,0,0.31,8125.03,0.0
6481.json,0,2733,0,0.31,8768.97,0.0
6482.json,0,1994,0,0.29,6821.53,0.0
6483.json,0,2197,0,0.29,7580.78,0.0
6484.json,0,1450,0,0.29,5081.53,0.0
6485.json,0,2016,0,0.39,5184.55,0.0
6486.json,0,2016,0,0.29,6891.16,0.0
6487.json,0,1406,0,0.28,4993.21,0.0
6488.json,0,1558,0,0.28,5501.29,0.0
6490.json,0,1433,0,0.27,5226.75,0.0
6491.json,0,1888,0,0.3,6331.49,0.0
6492.json,0,1442,0,0.3,4831.42,0.0
6493.json,0,2685,0,0.29,9103.98,0.0
6494.json,0,1811,0,0.49,3715.83,0.0
6495.json,0,1802,0,0.29,6256.43,0.0
6496.json,0,1628,0,0.45,3650.79,0.0
6497.json,0,3626,0,0.33,10919.46,0.0
6498.json,0,1436,0,0.27,5341.21,0.0
6499.json,0,1754,0,0.62,2819.89,0.0
6500.json,0,3007,0,0.3,10123.65,0.0
6502.json,0,2910,0,0.3,9714.39,0.0
6503.json,0,1393,0,0.25,5478.53,0.0
6504.json,0,1376,0,0.43,3166.18,0.0
6505.json,0,1386,0,0.27,5126.24,0.0
6506.json,0,1842,0,0.27,6698.92,0.0
6507.json,0,1837,0,0.26,7086.35,0.0
6508.json,0,1631,0,0.23,6967.31,0.0
6509.json,0,2041,0,0.48,4218.06,0.0
6510.json,0,2941,0,0.33,8878.15,0.0
6511.json,0,1674,0,0.3,5630.38,0.0
6512.json,0,1718,0,0.27,6427.91,0.0
6513.json,0,893,0,0.26,3495.27,0.0
6514.json,0,1480,0,0.26,5600.45,0.0
6515.json,0,1417,0,0.26,5474.22,0.0
6516.json,0,1781,0,0.28,6304.1,0.0
6517.json,0,2452,0,0.28,8706.44,0.0
6518.json,0,2177,0,0.32,6832.96,0.0
6519.json,0,1898,0,0.27,7039.28,0.0
6520.json,0,2448,0,0.46,5359.57,0.0
6521.json,0,1318,0,0.26,5145.14,0.0
6522.json,0,1767,0,0.47,3761.99,0.0
6523.json,0,1610,0,0.27,5868.42,0.0
6524.json,0,2605,0,0.29,9084.21,0.0
6525.json,0,2645,0,0.3,8810.69,0.0
6526.json,0,2875,0,0.28,10193.32,0.0
6527.json,0,1638,0,0.3,5417.66,0.0
6528.json,0,1987,0,0.32,6259.08,0.0
6529.json,0,2530,0,0.29,8800.77,0.0
6530.json,0,2717,0,0.31,8870.16,0.0
6531.json,0,1417,0,0.27,5209.72,0.0
6532.json,0,1351,0,0.27,5062.7,0.0
6533.json,0,1172,0,0.26,4441.1,0.0
6535.json,0,1897,0,0.28,6848.51,0.0
6536.json,0,1972,0,0.48,4108.05,0.0
6537.json,0,2067,0,0.27,7571.66,0.0
6539.json,0,3358,0,0.26,12988.29,0.0
6540.json,0,3339,0,0.34,9864.75,0.0
6541.json,0,1200,0,0.27,4394.5,0.0
6542.json,0,1032,0,0.27,3846.13,0.0
6544.json,0,2214,0,0.27,8136.24,0.0
6545.json,0,2192,0,0.29,7587.08,0.0
6546.json,0,1818,0,0.44,4142.97,0.0
6547.json,0,2164,0,0.28,7762.87,0.0
6548.json,0,2295,0,0.3,7679.8,0.0
6549.json,0,1728,0,0.27,6402.33,0.0
6550.json,0,2766,0,0.31,8907.42,0.0
6551.json,0,1595,0,0.27,5989.22,0.0
6552.json,0,1352,0,0.26,5235.04,0.0
6553.json,0,1363,0,0.24,5712.63,0.0
6558.json,0,1852,0,0.45,4141.56,0.0
6559.json,0,1525,0,0.26,5867.91,0.0
6560.json,0,1751,0,0.28,6208.24,0.0
6561.json,0,1562,0,0.28,5554.31,0.0
6562.json,0,1575,0,0.27,5795.83,0.0
6563.json,0,3342,0,0.75,4480.68,0.0
6564.json,0,1717,0,0.29,5998.46,0.0
6565.json,1,6307,800,85.77,82.86,85.77
6566.json,1,1521,782,86.07,26.76,86.07
6567.json,1,2958,809,53.49,70.42,53.49
6569.json,1,1696,655,45.26,51.95,45.26
6570.json,1,2189,865,45.86,66.6,45.86
6571.json,1,4487,675,46.14,111.89,46.14
6572.json,1,1638,754,45.53,52.54,45.53
6573.json,1,6342,937,57.25,127.15,57.25
6575.json,1,1813,766,39.58,65.16,39.58
6576.json,1,1885,878,56.92,48.54,56.92
6577.json,1,1771,672,46.06,53.04,46.06
6578.json,1,1682,728,50.96,47.29,50.96
6579.json,1,1289,607,57.22,33.13,57.22
6580.json,1,1351,560,35.61,53.67,35.61
6581.json,1,1411,665,48.7,42.63,48.7
6582.json,1,1551,729,43.73,52.14,43.73
6583.json,1,2045,808,42.68,66.84,42.68
6585.json,1,1704,770,66.33,37.3,66.33
6586.json,1,2766,646,42.42,80.43,42.42
6587.json,1,2785,775,32.69,108.89,32.69
6588.json,1,1376,635,42.03,47.85,42.03
6589.json,1,1813,883,81.98,32.89,81.98
6590.json,1,1122,542,35.32,47.11,35.32
6591.json,1,1397,626,54.6,37.05,54.6
6592.json,1,1581,720,55.64,41.36,55.64
6593.json,1,2748,675,43.4,78.88,43.4
6594.json,1,2252,724,45.65,65.2,45.65
6596.json,1,2162,730,57.41,50.38,57.41
6597.json,1,1551,693,55.71,40.28,55.71
6598.json,1,1555,723,56.46,40.35,56.46
6599.json,1,2150,737,43.14,66.91,43.14
6602.json,1,2057,900,53.38,55.39,53.38
6603.json,1,1995,734,61.47,44.4,61.47
6604.json,1,1518,705,50.87,43.7,50.87
6605.json,1,2149,844,64.23,46.6,64.23
6606.json,1,3049,792,64.82,59.26,64.82
6607.json,1,2894,744,73.29,49.64,73.29
6608.json,1,1753,727,67.97,36.48,67.97
6609.json,1,1762,717,53.41,46.42,53.41
6610.json,1,2754,947,64.24,57.61,64.24
6611.json,1,1655,777,62.17,39.12,62.17
6612.json,1,2045,822,63.52,45.14,63.52
6614.json,1,2061,700,39.21,70.41,39.21
6616.json,1,1669,788,46.83,52.47,46.83
6617.json,1,1602,731,39.93,58.43,39.93
6618.json,1,1005,521,28.14,54.22,28.14
6619.json,1,1935,784,41.55,65.44,41.55
6620.json,1,2334,791,47.42,65.91,47.42
6621.json,1,1790,650,34.16,71.42,34.16
6622.json,1,2568,734,42.52,77.66,42.52
6623.json,1,3152,887,50.64,79.76,50.64
6624_و_6625.json,1,1249,577,26.16,69.8,26.16
6626.json,1,1471,661,39.35,54.18,39.35
6627.json,1,2222,715,46.47,63.2,46.47
6628.json,1,1595,557,33.26,64.71,33.26
6631.json,1,2030,758,46.83,59.54,46.83
6632.json,1,1941,865,52.97,52.97,52.97
6633.json,1,2772,916,53.65,68.75,53.65
6636.json,1,2744,860,42.1,85.61,42.1
6637.json,1,2031,687,50.0,54.36,50.0
6638.json,1,1701,583,30.44,75.04,30.44
6639.json,1,1843,988,65.52,43.21,65.52
6640.json,1,1917,771,44.89,59.87,44.89
6641.json,1,1670,703,43.95,53.99,43.95
6642.json,1,1880,641,38.79,65.0,38.79
6643.json,1,1976,652,47.47,55.37,47.47
6645.json,1,1504,887,46.22,51.74,46.22
6649.json,1,3378,950,53.09,81.51,53.09
6650.json,1,1865,1091,77.35,38.22,77.35
6651.json,1,1839,751,36.85,70.28,36.85
6652.json,1,1508,785,46.36,49.46,46.36
6653.json,1,3621,657,39.82,107.42,39.82
6654.json,1,850,589,47.75,30.14,47.75
6655.json,1,2277,946,71.52,45.06,71.52
6656.json,1,1680,849,46.48,54.41,46.48
6658.json,1,2431,765,39.93,80.04,39.93
6659.json,1,2811,910,53.2,69.94,53.2
6661.json,1,1884,827,55.19,49.12,55.19
6662.json,1,10445,1048,67.97,169.08,67.97
6663.json,1,1261,628,39.85,47.4,39.85
6665.json,1,1789,687,58.61,42.24,58.61
6666.json,1,1680,645,54.79,42.44,54.79
6667.json,1,2391,648,34.93,87.0,34.93
6668.json,1,1984,649,46.63,56.46,46.63
6669.json,1,1300,693,51.49,38.71,51.49
6670.json,1,1617,765,69.05,34.5,69.05
6671.json,1,2122,686,52.3,53.69,52.3
6672.json,1,1003,640,48.77,33.69,48.77
6673.json,1,2344,743,44.85,68.83,44.85
6674.json,1,2115,945,58.84,52.01,58.84
6675.json,1,2099,897,60.11,49.84,60.11
6676.json,1,2978,1013,65.6,60.84,65.6
6678.json,1,2903,952,82.75,46.59,82.75
6679.json,1,10621,867,46.81,245.4,46.81
6680.json,1,2909,831,52.16,71.71,52.16
6681.json,1,1964,648,55.2,47.32,55.2
6682.json,1,1459,650,28.39,74.28,28.39
6683.json,1,1650,665,43.3,53.46,43.3
6684.json,1,2061,907,60.48,49.08,60.48
6685.json,1,1316,629,51.13,38.04,51.13
6686.json,1,1303,675,43.87,45.09,43.87
6687.json,1,1743,908,51.64,51.34,51.64
6688.json,1,3461,786,53.82,78.9,53.82
6689.json,1,1562,549,34.26,61.62,34.26
6690.json,1,1805,734,48.88,51.94,48.88
6691.json,1,2959,812,42.88,87.95,42.88
6692.json,1,1779,640,50.88,47.55,50.88
6693.json,1,1755,696,36.7,66.79,36.7
6694.json,1,1796,554,39.39,59.66,39.39
6695.json,1,2235,639,39.43,72.88,39.43
6696.json,1,1320,641,33.56,58.43,33.56
6697.json,1,1349,652,44.91,44.56,44.91
6699.json,1,1810,737,30.61,83.2,30.61
6700.json,1,1320,686,42.68,47.0,42.68
6701.json,1,1565,797,56.4,41.88,56.4
6702.json,1,1524,843,56.3,42.04,56.3
6703.json,0,1577,238,26.86,67.57,0.0
6704.json,1,1680,873,69.39,36.79,69.39
6705.json,1,1636,681,38.31,60.49,38.31
6706.json,1,1625,616,35.03,63.97,35.03
6707.json,1,3019,743,58.67,64.12,58.67
6708.json,1,1742,883,72.57,36.17,72.57
6709.json,1,2292,846,38.92,80.62,38.92
6710.json,1,2279,827,47.52,65.37,47.52
6711.json,1,2255,809,52.47,58.39,52.47
6712.json,1,1274,688,75.03,26.15,75.03
6713.json,1,1643,661,36.4,63.29,36.4
6714.json,1,1266,429,27.14,62.44,27.14
6715.json,1,1232,673,91.92,20.72,91.92
6717.json,1,2188,651,45.3,62.67,45.3
6718.json,1,3097,781,45.85,84.59,45.85
6720.json,1,1925,872,44.11,63.41,44.11
6721.json,1,3583,785,59.26,73.71,59.26
6722.json,1,2551,769,65.33,50.82,65.33
6723.json,1,2216,795,41.45,72.64,41.45
6725.json,1,4020,936,56.41,87.85,56.41
6728.json,1,2228,810,73.45,41.36,73.45
6729.json,1,1531,718,55.94,40.2,55.94
6730.json,1,3879,857,50.97,92.93,50.97
6731.json,1,1526,886,45.07,53.52,45.07
6732.json,1,1345,743,51.8,40.31,51.8
6733.json,1,1357,664,41.11,49.16,41.11
6734.json,1,1451,605,35.68,57.63,35.68
6735.json,1,1345,526,39.37,47.52,39.37
6736.json,1,2033,759,43.35,64.4,43.35
6737.json,1,1344,517,43.21,43.07,43.21
6738.json,1,2767,1040,51.48,73.96,51.48
6740.json,1,1708,687,40.06,59.79,40.06
6741.json,1,1484,689,46.55,46.68,46.55
6742.json,1,1867,856,41.04,66.34,41.04
6743.json,1,2155,678,48.83,58.02,48.83
6744.json,1,1705,600,35.38,65.14,35.38
6745.json,1,1535,743,35.52,64.13,35.52
6746.json,1,1351,731,53.43,38.96,53.43
6748.json,1,1536,705,33.93,66.04,33.93
6749.json,1,2148,685,30.77,92.06,30.77
6750.json,1,1818,714,62.36,40.6,62.36
6751.json,1,1831,742,55.7,46.2,55.7
6752.json,1,1707,660,60.53,39.11,60.53
6753.json,1,1361,692,46.11,44.52,46.11
6754.json,1,2374,726,37.99,81.6,37.99
6755.json,1,3513,821,44.71,96.94,44.71
6756.json,1,1400,588,37.99,52.33,37.99
6757.json,1,2233,748,34.69,85.92,34.69
6758.json,1,2284,654,43.91,66.9,43.91
6759.json,1,2208,691,44.87,64.61,44.87
6760.json,1,1479,696,69.58,31.26,69.58
6761.json,1,1215,587,39.27,45.89,39.27
6763.json,1,1946,694,40.77,64.75,40.77
