اسم الملف,الأحاديث المعالجة,توكنز المدخلات,توكنز المخرجات,وقت المعالجة (ثانية),التوكنز في الثانية,متوسط الوقت لكل حديث (ثانية)
2818.json,0,2503,0,0.5,4993.01,0.0
2819.json,0,1850,0,0.71,2592.91,0.0
2820.json,0,1821,0,0.28,6556.65,0.0
2822.json,0,1085,0,0.27,4079.82,0.0
2823.json,0,2326,0,0.28,8385.73,0.0
2824.json,0,1708,0,0.28,6153.72,0.0
2825.json,0,3342,0,0.32,10320.09,0.0
2826.json,0,1548,0,0.27,5733.42,0.0
2827.json,0,2104,0,0.3,7108.92,0.0
2828.json,0,1525,0,0.28,5494.05,0.0
2829.json,0,3117,0,0.31,10204.74,0.0
2830.json,0,1369,0,0.27,5064.02,0.0
2831.json,0,1687,0,0.27,6345.35,0.0
2832.json,0,1821,0,0.29,6230.73,0.0
2833.json,0,2492,0,0.3,8397.83,0.0
2836.json,0,2225,0,0.3,7491.27,0.0
2837.json,0,2355,0,0.68,3484.37,0.0
2838.json,0,1561,0,0.28,5667.89,0.0
2839.json,0,1620,0,0.29,5630.41,0.0
2840.json,0,1332,0,0.27,4989.94,0.0
2841.json,0,2713,0,0.45,6045.96,0.0
2842.json,1,4097,721,52.12,92.45,52.12
2843.json,1,1434,537,33.71,58.48,33.71
2844.json,1,1641,702,51.68,45.34,51.68
2845.json,1,1931,730,45.11,58.98,45.11
2846.json,1,1659,683,50.48,46.4,50.48
2847.json,1,1697,698,75.21,31.85,75.21
2848.json,1,2155,750,44.47,65.32,44.47
2849.json,1,844,531,43.74,31.44,43.74
2850.json,1,849,554,56.7,24.75,56.7
2851.json,1,834,496,43.42,30.63,43.42
2853.json,1,1313,639,68.58,28.46,68.58
2854.json,1,1076,600,48.63,34.46,48.63
2855.json,1,1203,541,33.51,52.04,33.51
2856.json,1,2855,996,71.99,53.49,71.99
2857.json,1,1790,1072,74.2,38.57,74.2
2858.json,1,2215,724,47.83,61.45,47.83
2859.json,1,2650,691,47.58,70.21,47.58
2860.json,1,2282,810,50.16,61.65,50.16
2861.json,1,2635,786,45.78,74.73,45.78
2862.json,1,1801,786,55.49,46.62,55.49
2863.json,1,1494,859,64.98,36.21,64.98
2865.json,1,2154,962,70.97,43.91,70.97
2866.json,1,1762,722,56.06,44.31,56.06
2867.json,1,1823,1015,71.32,39.79,71.32
2868.json,1,1820,924,80.68,34.01,80.68
2869.json,1,1705,678,42.94,55.5,42.94
2870.json,1,1828,773,66.02,39.4,66.02
2873.json,1,1507,724,64.58,34.54,64.58
2875.json,1,1630,682,58.56,39.48,58.56
2876.json,1,1760,860,82.45,31.78,82.45
2879.json,1,10426,838,59.95,187.9,59.95
2884.json,1,2832,787,53.3,67.9,53.3
2885.json,1,2262,727,37.52,79.66,37.52
2888.json,1,1437,651,40.87,51.09,40.87
2889.json,1,4463,860,53.52,99.46,53.52
2890.json,1,1555,820,64.63,36.75,64.63
2892.json,1,1669,559,38.84,57.36,38.84
2893.json,1,5013,976,80.22,74.66,80.22
2896.json,1,7605,987,64.26,133.72,64.26
2898.json,1,3096,649,58.27,64.27,58.27
2899.json,1,2005,811,66.64,42.26,66.64
2900.json,1,1502,690,61.59,35.59,61.59
2901.json,1,1423,812,73.94,30.23,73.94
2902.json,1,1620,660,58.55,38.94,58.55
2905.json,1,968,461,29.89,47.81,29.89
2906.json,1,2843,733,48.51,73.71,48.51
2908.json,1,1909,762,52.86,50.53,52.86
2909.json,1,1443,740,53.82,40.56,53.82
2910.json,1,2823,663,45.79,76.13,45.79
2912.json,1,1507,674,50.81,42.92,50.81
2913.json,1,2698,793,54.81,63.69,54.81
2914.json,1,1156,755,44.11,43.33,44.11
2915.json,1,2180,748,42.15,69.47,42.15
2916.json,1,1817,855,45.67,58.5,45.67
2917.json,1,2011,603,46.95,55.68,46.95
2918.json,1,1649,780,53.3,45.57,53.3
2919.json,1,1466,752,56.86,39.01,56.86
2920.json,1,1479,674,40.71,52.89,40.71
2921.json,1,1526,656,43.8,49.82,43.8
2923.json,1,1335,703,42.72,47.71,42.72
2924.json,1,2091,880,56.47,52.61,56.47
2927.json,1,1635,1013,60.38,43.85,60.38
2928.json,1,1645,778,47.93,50.55,47.93
2929.json,1,1664,690,47.16,49.91,47.16
2931.json,1,1493,661,37.58,57.32,37.58
2933.json,1,2582,690,37.07,88.26,37.07
2934.json,1,2611,743,42.35,79.2,42.35
2935.json,1,2108,829,42.78,68.66,42.78
2936.json,1,7578,829,54.3,154.82,54.3
2938.json,1,1668,775,49.1,49.76,49.1
2939.json,1,1572,690,37.8,59.84,37.8
2941.json,1,10537,851,54.08,210.57,54.08
2943.json,1,1725,1005,52.73,51.77,52.73
2945.json,1,3002,948,55.31,71.42,55.31
2946.json,1,2031,848,55.53,51.85,55.53
2947.json,1,1795,1123,67.8,43.04,67.8
2948.json,1,1856,1608,77.06,44.95,77.06
2949.json,1,1713,934,44.53,59.45,44.53
2950.json,1,1803,713,44.77,56.2,44.77
2951.json,1,1656,606,50.5,44.8,50.5
2952.json,1,1825,626,34.88,70.27,34.88
2953.json,1,2007,773,45.07,61.69,45.07
2955.json,1,1278,605,42.99,43.8,42.99
2956.json,1,1819,569,35.97,66.4,35.97
2957.json,1,2244,748,43.59,68.63,43.59
2958.json,1,1839,650,64.16,38.8,64.16
2959.json,1,1923,727,70.16,37.77,70.16
2960.json,1,2019,946,65.55,45.23,65.55
2961.json,1,2325,779,52.22,59.44,52.22
2962.json,1,1970,618,39.66,65.26,39.66
2965.json,1,2743,746,52.32,66.69,52.32
2967.json,1,3469,887,60.2,72.36,60.2
2968.json,1,1789,808,62.18,41.77,62.18
2969.json,1,1831,885,62.52,43.44,62.52
2970.json,1,1627,683,52.64,43.88,52.64
2971.json,1,1648,837,60.77,40.89,60.77
2972.json,1,1671,786,58.55,41.97,58.55
2973.json,1,1142,566,47.18,36.21,47.18
2974.json,1,1752,557,37.2,62.07,37.2
2976.json,1,4217,699,57.96,84.82,57.96
2977.json,1,1719,861,48.74,52.93,48.74
2978.json,1,7681,1202,41.54,213.82,41.54
2981.json,1,1721,655,42.08,56.47,42.08
2983.json,1,2492,701,53.09,60.14,53.09
2984.json,1,3062,696,49.82,75.43,49.82
2985.json,1,2964,727,57.75,63.91,57.75
2986.json,1,1619,710,31.67,73.55,31.67
2987.json,1,3546,757,36.81,116.9,36.81
2988.json,1,2168,688,54.92,52.01,54.92
2990.json,1,1154,638,40.81,43.91,40.81
2991.json,1,2198,611,37.1,75.71,37.1
2992.json,1,2668,846,36.93,95.14,36.93
2995.json,1,2221,809,63.84,47.46,63.84
2996.json,1,1600,819,62.95,38.43,62.95
2997.json,1,1694,755,57.13,42.87,57.13
2998.json,1,1238,548,40.35,44.26,40.35
2999.json,1,1012,588,30.53,52.41,30.53
3000.json,1,2419,824,37.06,87.52,37.06
3001.json,1,1743,882,42.37,61.96,42.37
3002.json,1,1648,820,47.37,52.1,47.37
3003.json,1,1722,859,50.35,51.26,50.35
3005.json,1,1620,670,52.93,43.26,52.93
3006.json,1,1760,633,61.12,39.16,61.12
3007.json,1,4720,811,48.24,114.67,48.24
3008.json,1,1958,780,52.98,51.68,52.98
3010.json,1,1393,565,42.05,46.56,42.05
3011.json,1,2216,836,44.2,69.05,44.2
3017.json,1,1685,715,53.19,45.12,53.19
3018.json,1,2487,702,38.42,83.0,38.42
3020.json,1,1343,853,37.45,58.64,37.45
3021.json,1,1881,610,59.72,41.71,59.72
3022.json,1,4122,662,40.47,118.2,40.47
3023.json,1,3556,1011,61.17,74.67,61.17
3024.json,1,2756,830,51.42,69.74,51.42
3025.json,1,2520,900,54.69,62.53,54.69
3026.json,1,2509,684,53.07,60.16,53.07
3031.json,1,3628,831,49.26,90.52,49.26
3032.json,1,3442,801,47.93,88.52,47.93
3033.json,1,1112,437,32.48,47.69,32.48
3034.json,1,2402,732,41.99,74.63,41.99
3038.json,1,2864,1167,77.59,51.95,77.59
3039.json,1,5461,1092,50.43,129.94,50.43
3040.json,1,1917,941,45.38,62.98,45.38
3043.json,1,3290,579,40.61,95.28,40.61
3044.json,1,2279,795,52.89,58.12,52.89
3045.json,1,5513,988,71.89,90.42,71.89
3046.json,1,1589,819,43.29,55.62,43.29
3047.json,1,2171,913,50.61,60.94,50.61
3048.json,1,923,552,45.17,32.65,45.17
3050.json,1,1366,641,43.92,45.7,43.92
3051.json,1,1710,586,42.73,53.73,42.73
3052.json,1,6869,763,39.08,195.31,39.08
3053.json,1,2869,864,53.42,69.89,53.42
3055.json,1,1476,532,38.15,52.63,38.15
3056.json,1,1173,471,36.41,45.15,36.41
3057.json,1,2903,1048,63.04,62.68,63.04
3059.json,1,2951,753,52.42,70.66,52.42
3060.json,1,2227,1151,53.61,63.01,53.61
3061.json,1,1739,787,46.27,54.6,46.27
3062.json,1,2937,767,45.64,81.15,45.64
3063.json,1,2440,737,45.32,70.1,45.32
3064.json,1,2193,863,76.89,39.74,76.89
3065.json,1,2497,707,60.56,52.91,60.56
3066.json,1,2261,835,43.55,71.08,43.55
3067.json,1,1611,497,41.13,51.26,41.13
3068.json,1,1581,617,44.24,49.68,44.24
3069.json,1,1591,518,33.34,63.26,33.34
3070.json,1,3118,842,46.49,85.18,46.49
3071.json,1,1699,630,37.88,61.49,37.88
3072.json,1,1525,589,34.17,61.87,34.17
3074.json,1,1424,486,32.33,59.08,32.33
3075.json,1,2952,713,37.62,97.43,37.62
3076.json,1,1380,585,65.29,30.1,65.29
3077.json,1,1592,635,45.96,48.45,45.96
3078.json,1,1982,623,40.77,63.9,40.77
3080.json,1,1528,634,37.6,57.51,37.6
3081.json,1,4408,959,74.23,72.3,74.23
3082.json,1,1313,702,41.61,48.43,41.61
3084.json,1,2081,895,45.73,65.07,45.73
3085.json,1,2228,757,51.01,58.52,51.01
3086.json,1,2364,695,55.06,55.56,55.06
3087.json,1,1826,619,47.8,51.15,47.8
3088.json,1,1215,614,35.09,52.13,35.09
3089.json,1,1783,719,34.12,73.32,34.12
3090.json,1,1820,715,41.34,61.33,41.34
3091.json,1,1905,533,32.14,75.85,32.14
3092.json,1,4411,1066,45.25,121.04,45.25
3094.json,1,6330,966,53.31,136.85,53.31
3095.json,1,4212,885,44.11,115.54,44.11
3096.json,1,1532,729,50.53,44.74,50.53
3098.json,1,1509,688,51.57,42.6,51.57
3099.json,1,2174,786,39.51,74.92,39.51
3102.json,1,2355,818,38.37,82.7,38.37
3103.json,1,923,333,25.25,49.74,25.25
3104.json,1,1597,682,33.42,68.2,33.42
3105.json,1,1639,609,32.52,69.12,32.52
3106.json,1,1697,681,54.9,43.32,54.9
3109.json,1,1888,653,50.36,50.46,50.36
3110.json,1,3386,953,54.31,79.9,54.31
3111.json,1,1822,724,48.41,52.6,48.41
3112.json,1,1689,646,45.16,51.7,45.16
3113.json,1,2052,740,41.74,66.89,41.74
3116.json,1,1826,719,42.69,59.61,42.69
3117.json,1,1591,691,47.52,48.02,47.52
3118.json,1,1489,653,33.25,64.42,33.25
3119.json,1,861,601,30.29,48.26,30.29
3123.json,1,1624,776,43.15,55.62,43.15
3125.json,1,1484,821,50.88,45.3,50.88
3126.json,1,1516,712,48.75,45.7,48.75
3127.json,1,2048,642,41.49,64.84,41.49
3128.json,1,1663,675,45.59,51.28,45.59
3131.json,1,1727,583,34.78,66.41,34.78
3133.json,1,3246,937,49.87,83.88,49.87
3135.json,1,1336,556,35.72,52.97,35.72
3137.json,1,2947,844,64.33,58.93,64.33
3138.json,1,3431,1001,52.2,84.9,52.2
3140.json,1,2056,915,64.66,45.95,64.66
3143.json,1,1538,673,44.81,49.34,44.81
3144.json,1,2716,738,41.18,83.87,41.18
3145.json,1,2087,1026,59.99,51.89,59.99
3146.json,1,3084,857,51.71,76.21,51.71
3147.json,1,3774,899,37.31,125.26,37.31
3150.json,1,2307,1013,39.81,83.4,39.81
3151.json,1,3072,926,66.96,59.71,66.96
3153.json,1,1645,667,42.63,54.24,42.63
3155.json,1,1889,652,38.08,66.72,38.08
3159.json,1,4154,1103,138.82,37.87,138.82
3161.json,1,3241,846,104.1,39.26,104.1
3162.json,1,6828,1181,152.46,52.53,152.46
3163.json,1,2039,829,115.13,24.91,115.13
3164.json,1,2653,924,91.42,39.13,91.42
3167.json,1,2113,756,84.18,34.08,84.18
3168.json,1,2868,928,84.57,44.89,84.57
3169.json,1,2826,735,39.24,90.75,39.24
3170.json,1,2362,764,71.82,43.53,71.82
3171.json,1,1948,823,41.62,66.58,41.62
3172.json,1,1063,693,85.24,20.6,85.24
3173.json,1,2397,703,39.41,78.66,39.41
3174.json,1,7611,1022,57.07,151.28,57.07
3175.json,1,2849,935,73.57,51.43,73.57
3178.json,1,1710,862,70.2,36.64,70.2
3179.json,1,3447,864,60.45,71.32,60.45
3180.json,1,1794,750,55.31,45.99,55.31
3181.json,1,2659,919,74.69,47.9,74.69
3182.json,1,2946,888,74.01,51.8,74.01
3183.json,1,1591,565,41.8,51.58,41.8
3184.json,1,3950,723,32.58,143.45,32.58
3185.json,1,2637,873,66.49,52.79,66.49
3186.json,1,1954,727,67.5,39.72,67.5
3188.json,1,1926,756,79.06,33.92,79.06
3189.json,1,3606,792,67.75,64.92,67.75
3190.json,1,2338,672,53.92,55.83,53.92
3191.json,1,2475,831,53.91,61.33,53.91
3193.json,1,1612,757,59.91,39.55,59.91
3194.json,1,2405,843,58.97,55.08,58.97
3195.json,1,1517,613,24.89,85.57,24.89
3197.json,1,3464,814,85.95,49.77,85.95
3198.json,1,1519,625,40.21,53.32,40.21
3199.json,1,1849,1119,53.54,55.44,53.54
3201.json,1,2786,704,42.29,82.52,42.29
3202.json,1,2788,858,63.54,57.38,63.54
3203.json,1,3235,967,62.59,67.13,62.59
3204.json,1,2788,689,44.04,78.96,44.04
3205.json,1,1653,691,49.46,47.39,49.46
3207.json,1,8859,1063,68.21,145.46,68.21
3208.json,1,2267,693,50.5,58.62,50.5
3209.json,1,1504,674,42.97,50.69,42.97
3210.json,1,1854,781,53.64,49.12,53.64
3211.json,1,1680,748,53.7,45.21,53.7
3212.json,1,1895,703,72.75,35.71,72.75
3214.json,1,1699,563,103.63,21.83,103.63
3215.json,1,1624,905,166.28,15.21,166.28
3216.json,1,2715,896,103.61,34.85,103.61
3217.json,1,1406,731,88.15,24.24,88.15
3218.json,1,1359,755,44.61,47.39,44.61
3219.json,1,1328,552,45.34,41.46,45.34
3220.json,1,1774,875,68.68,38.57,68.68
3222.json,1,2644,826,38.97,89.04,38.97
3223.json,1,1678,735,111.7,21.6,111.7
3224.json,1,1929,820,108.09,25.43,108.09
3225.json,1,1897,701,36.8,70.6,36.8
3226.json,1,1817,760,93.06,27.69,93.06
3227.json,1,1889,647,134.69,18.83,134.69
3229.json,1,1729,729,113.84,21.59,113.84
3234.json,1,2576,850,118.71,28.86,118.71
3235.json,1,1846,789,103.24,25.52,103.24
3236.json,1,3684,1002,162.22,28.89,162.22
3238.json,1,2070,766,133.67,21.22,133.67
3240.json,1,1440,586,121.3,16.7,121.3
3241.json,1,1822,806,91.52,28.72,91.52
3244.json,1,1759,758,48.22,52.2,48.22
3245.json,1,2684,884,55.38,64.43,55.38
3248.json,0,1820,0,0.64,2840.29,0.0
3249.json,0,1827,0,0.29,6346.09,0.0
3250.json,1,2612,779,52.66,64.4,52.66
3251.json,0,1352,0,0.69,1971.78,0.0
3252.json,1,1420,565,50.68,39.17,50.68
3254.json,1,2616,899,47.17,74.51,47.17
3255.json,0,1584,0,0.29,5468.81,0.0
3257.json,0,1537,0,0.28,5526.75,0.0
3258.json,0,1375,0,0.49,2799.92,0.0
3259.json,0,1305,0,0.73,1783.4,0.0
3260.json,0,1008,0,0.3,3350.21,0.0
3262.json,1,1684,649,80.79,28.88,80.79
3263.json,1,1680,572,77.1,29.21,77.1
3264.json,0,1680,0,0.3,5552.32,0.0
3268.json,1,3205,990,190.93,21.97,190.93
3269.json,1,1783,686,138.34,17.85,138.34
3270.json,0,1499,0,0.73,2043.08,0.0
3271.json,1,1357,644,92.85,21.55,92.85
3274.json,1,1947,743,117.46,22.9,117.46
3275.json,0,3202,0,0.51,6254.02,0.0
3278.json,0,1065,0,0.29,3726.32,0.0
3279.json,0,1606,0,0.29,5522.23,0.0
3280.json,1,2214,794,113.52,26.5,113.52
3283.json,1,1359,650,105.97,18.96,105.97
3284.json,0,1734,0,0.3,5781.65,0.0
3288.json,1,1812,804,132.54,19.74,132.54
3290.json,0,1967,0,1.1,1786.38,0.0
3291.json,0,1307,0,0.9,1451.98,0.0
3292.json,0,1741,0,0.28,6134.2,0.0
3296.json,0,1221,0,0.41,2988.7,0.0
3297.json,0,1847,0,0.29,6388.13,0.0
3300.json,1,1791,622,132.98,18.15,132.98
3304.json,0,2233,0,0.29,7645.18,0.0
3308.json,0,1485,0,0.29,5093.31,0.0
3309.json,0,1502,0,0.29,5118.87,0.0
3312.json,1,1532,723,133.78,16.86,133.78
3314.json,0,1822,0,0.81,2258.48,0.0
3316.json,0,2012,0,0.34,5989.99,0.0
3318.json,0,1621,0,0.3,5410.24,0.0
3319.json,0,1377,0,0.27,5047.43,0.0
3322.json,0,1865,0,0.72,2600.42,0.0
3324.json,0,1294,0,0.27,4721.54,0.0
3325.json,0,1351,0,0.28,4857.29,0.0
3326.json,0,2063,0,0.3,6959.08,0.0
3327.json,0,2700,0,0.33,8253.36,0.0
3328.json,0,1943,0,0.31,6237.88,0.0
3330.json,0,1700,0,0.49,3441.63,0.0
3332.json,0,2298,0,0.3,7602.78,0.0
3337.json,0,2903,0,0.34,8462.25,0.0
3338.json,0,2842,0,0.32,8810.26,0.0
3341.json,1,1517,599,35.99,58.79,35.99
3342.json,0,8488,0,0.52,16425.52,0.0
3343.json,1,1652,649,110.32,20.86,110.32
3345.json,0,1510,0,0.64,2360.12,0.0
3349.json,0,2847,0,0.32,8938.82,0.0
3352.json,0,2003,0,0.29,6818.03,0.0
3357.json,1,2705,805,89.32,39.3,89.32
3360.json,0,992,0,0.28,3550.04,0.0
3361.json,1,2837,780,35.33,102.37,35.33
3362.json,0,5606,0,0.39,14432.3,0.0
3365.json,0,7310,0,0.56,12961.83,0.0
3366.json,0,1716,0,0.33,5135.66,0.0
3367.json,0,4374,0,0.36,12172.19,0.0
3368.json,0,2225,0,0.3,7505.15,0.0
3373.json,0,1754,0,0.28,6182.38,0.0
3375.json,0,2440,0,0.71,3423.52,0.0
3376.json,0,1505,0,0.28,5325.04,0.0
3380.json,0,1750,0,0.29,5972.62,0.0
3381.json,0,1694,0,0.28,6047.7,0.0
3384.json,0,2715,0,0.31,8715.7,0.0
3385.json,0,2756,0,0.33,8456.99,0.0
3387.json,0,2457,0,0.31,7809.96,0.0
3388.json,1,1252,618,22.8,82.0,22.8
3392.json,0,4197,0,1.0,4191.5,0.0
3393.json,0,7124,0,0.59,12124.91,0.0
3398.json,1,2211,931,35.42,88.7,35.42
3399.json,0,1666,0,0.49,3416.56,0.0
3400.json,0,1543,0,0.71,2185.08,0.0
3401.json,0,3082,0,0.36,8624.33,0.0
3405.json,0,2174,0,0.36,5978.88,0.0
3407.json,0,2350,0,0.28,8300.35,0.0
3408.json,0,2432,0,0.31,7782.06,0.0
3410.json,0,902,0,0.27,3369.12,0.0
3411.json,0,2235,0,0.5,4461.55,0.0
3412.json,0,2374,0,0.33,7102.97,0.0
3413.json,0,2377,0,0.31,7657.01,0.0
3414.json,0,1255,0,0.27,4616.71,0.0
3416.json,0,2366,0,0.34,6990.8,0.0
3418.json,0,2830,0,0.28,10158.55,0.0
3419.json,0,2648,0,0.32,8373.27,0.0
3420.json,0,2566,0,0.31,8324.66,0.0
3422.json,0,1473,0,0.27,5361.62,0.0
3423.json,0,1811,0,0.5,3594.05,0.0
3424.json,0,1842,0,0.3,6108.25,0.0
3428.json,0,947,0,0.27,3497.94,0.0
3429.json,0,994,0,0.27,3656.86,0.0
3430.json,0,7217,0,0.4,17920.85,0.0
3433.json,0,2232,0,0.31,7265.44,0.0
3443.json,0,1328,0,0.27,4874.01,0.0
3446.json,0,2113,0,0.31,6807.14,0.0
3457.json,0,1730,0,0.28,6126.31,0.0
3465.json,1,4083,597,21.46,218.07,21.46
3466.json,0,4102,0,0.35,11767.58,0.0
3475.json,0,1216,0,0.29,4198.52,0.0
3478.json,0,2522,0,0.32,7892.87,0.0
3479.json,0,2576,0,0.71,3651.84,0.0
3480.json,0,2434,0,0.31,7854.57,0.0
3481.json,0,2578,0,0.29,8984.95,0.0
3482.json,0,1650,0,0.29,5601.86,0.0
3486.json,0,1920,0,0.28,6782.88,0.0
3488.json,0,1631,0,0.28,5729.33,0.0
3491.json,0,1678,0,0.32,5282.1,0.0
3498.json,0,2025,0,0.31,6498.04,0.0
3502.json,0,1953,0,0.3,6498.48,0.0
3503.json,0,2036,0,0.3,6815.93,0.0
3506.json,0,2376,0,0.3,7807.53,0.0
3510.json,0,4230,0,0.74,5694.57,0.0
3511.json,0,1604,0,0.3,5416.7,0.0
3519.json,0,1693,0,0.27,6283.0,0.0
3521.json,0,2254,0,0.3,7528.45,0.0
3525.json,0,1914,0,0.27,6960.27,0.0
3527.json,1,1748,825,35.38,72.73,35.38
3529.json,0,2786,0,0.72,3883.47,0.0
3531.json,0,2191,0,0.31,7014.89,0.0
3536.json,1,1419,564,39.67,49.98,39.67
3537.json,1,2662,955,48.59,74.44,48.59
3539.json,1,2591,1008,59.58,60.41,59.58
3540.json,1,977,590,43.86,35.72,43.86
3541.json,1,1305,465,27.5,64.36,27.5
3548.json,1,1901,738,60.01,43.98,60.01
3549.json,1,1784,733,59.29,42.45,59.29
3553.json,1,1995,850,45.88,62.01,45.88
3554.json,1,1660,769,59.62,40.74,59.62
3555.json,1,1569,788,70.83,33.28,70.83
3560.json,1,1652,868,66.54,37.87,66.54
3561.json,1,1800,832,55.25,47.64,55.25
3565.json,1,1391,703,42.88,48.84,42.88
3566.json,1,2875,925,57.76,65.78,57.76
3569.json,1,2631,1072,64.32,57.57,64.32
3572.json,1,949,619,38.13,41.13,38.13
3573.json,1,2015,799,50.4,55.83,50.4
3574.json,1,2058,742,87.37,32.05,87.37
3575.json,1,2001,825,64.65,43.71,64.65
3577.json,1,2328,694,51.68,58.48,51.68
3580.json,1,2134,767,57.51,50.44,57.51
3581.json,1,3887,782,46.59,100.21,46.59
3582.json,1,2515,942,50.71,68.17,50.71
3583.json,1,1272,601,34.96,53.58,34.96
3586.json,1,2954,949,55.28,70.6,55.28
3590.json,1,1628,795,62.97,38.48,62.97
3591.json,1,1694,842,65.4,38.78,65.4
3592.json,1,1634,679,53.75,43.04,53.75
3596.json,1,2302,749,61.43,49.67,61.43
3597.json,1,1134,594,47.33,36.51,47.33
3599.json,1,2408,655,49.95,61.32,49.95
3605.json,1,2233,703,51.47,57.05,51.47
3611.json,1,2678,784,45.36,76.33,45.36
3627.json,1,2336,834,59.66,53.13,59.66
3628.json,1,1725,645,50.22,47.19,50.22
3629.json,1,2984,797,68.89,54.88,68.89
3633.json,1,2295,654,34.67,85.07,34.67
3637.json,1,1384,605,52.82,37.65,52.82
3638.json,1,1358,765,47.82,44.39,47.82
3640.json,1,2112,673,72.17,38.59,72.17
3641.json,1,1703,768,54.3,45.5,54.3
3643.json,1,902,613,33.11,45.76,33.11
3644.json,1,873,500,26.05,52.7,26.05
3645.json,1,839,518,47.69,28.46,47.69
3646.json,1,2300,824,70.56,44.27,70.56
3647.json,1,2960,843,60.58,62.78,60.58
3648.json,1,2176,819,59.57,50.28,59.57
3650.json,1,995,588,41.97,37.72,41.97
3651.json,1,2390,614,53.48,56.17,53.48
3652.json,1,3913,731,65.99,70.38,65.99
3654.json,1,3033,862,48.09,81.0,48.09
3656.json,1,864,644,38.44,39.23,38.44
3657.json,1,2731,704,37.56,91.45,37.56
3663.json,1,2059,772,40.59,69.74,40.59
3664.json,1,2271,732,33.63,89.3,33.63
3666.json,1,2878,850,44.42,83.93,44.42
3672.json,1,3090,769,48.79,79.1,48.79
3676.json,1,2269,719,42.1,70.97,42.1
3679.json,1,1813,717,44.36,57.03,44.36
3680.json,1,1804,629,42.03,57.89,42.03
3681.json,1,1505,689,44.07,49.78,44.07
3682.json,1,2239,909,53.27,59.09,53.27
3688.json,1,2313,867,44.55,71.38,44.55
3690.json,1,2360,729,45.29,68.2,45.29
3691.json,1,1931,764,43.06,62.59,43.06
3693.json,1,2701,739,47.95,71.74,47.95
3694.json,1,1765,684,34.57,70.85,34.57
3695.json,1,2678,694,51.13,65.95,51.13
3710.json,1,1835,572,31.17,77.22,31.17
3711.json,1,4272,822,62.03,82.12,62.03
3714.json,1,2470,794,47.62,68.54,47.62
3715.json,1,1928,826,51.56,53.41,51.56
3718.json,1,1939,732,46.3,57.69,46.3
3719.json,1,1573,665,38.92,57.5,38.92
3721.json,1,987,513,28.47,52.68,28.47
3731.json,1,1581,675,36.75,61.4,36.75
3732.json,1,975,574,38.19,40.56,38.19
3733.json,1,1067,623,50.09,33.74,50.09
3735.json,1,2143,727,46.17,62.16,46.17
3738.json,1,2609,959,61.9,57.64,61.9
3740.json,1,1506,785,40.93,55.98,40.93
3746.json,1,3003,815,46.26,82.53,46.26
3756.json,1,1653,791,53.24,45.91,53.24
3757.json,1,2432,975,53.98,63.12,53.98
3766.json,1,1668,641,37.32,61.87,37.32
3767.json,1,2470,745,36.16,88.9,36.16
3768.json,1,1029,567,39.76,40.14,39.76
3770.json,1,2165,630,41.74,66.96,41.74
3773.json,1,2731,833,50.48,70.6,50.48
3774.json,1,2127,826,53.24,55.47,53.24
3775.json,1,3502,891,68.22,64.39,68.22
3779.json,1,1480,633,32.62,64.77,32.62
3780.json,1,2453,706,50.52,62.53,50.52
3781.json,1,2493,664,58.67,53.81,58.67
3782.json,1,2119,785,51.56,56.32,51.56
3784.json,1,1368,690,57.21,35.97,57.21
3786.json,1,1509,726,37.37,59.8,37.37
3788.json,1,1559,614,51.72,42.01,51.72
3789.json,1,3295,842,57.45,72.01,57.45
3790.json,1,3217,794,47.69,84.1,47.69
3791.json,1,3392,792,51.82,80.75,51.82
3793.json,1,1931,746,68.53,39.06,68.53
3794.json,1,2010,825,59.19,47.9,59.19
3796.json,1,2304,796,62.62,49.5,62.62
3797.json,1,1999,734,36.3,75.3,36.3
3799.json,1,1778,866,38.87,68.02,38.87
3800.json,1,1689,692,43.84,54.31,43.84
3802.json,1,1822,650,31.49,78.51,31.49
3804.json,1,3254,788,59.95,67.42,59.95
3807.json,1,3319,770,32.0,127.79,32.0
3808.json,1,1605,633,53.94,41.49,53.94
3809.json,1,2046,850,48.4,59.83,48.4
3817.json,1,1689,691,49.96,47.63,49.96
3819.json,1,2200,746,60.0,49.1,60.0
3820.json,1,2258,764,97.69,30.93,97.69
3822.json,1,1046,759,48.62,37.12,48.62
3824.json,1,1994,647,50.27,52.53,50.27
3825.json,1,1613,737,51.79,45.38,51.79
3831.json,1,2010,701,43.48,62.35,43.48
3832.json,1,2019,588,34.23,76.16,34.23
3835.json,1,2642,847,46.75,74.64,46.75
3838.json,1,1580,556,38.85,54.98,38.85
3844.json,1,1463,585,30.11,68.02,30.11
3846.json,1,1415,632,32.05,63.87,32.05
3853.json,1,1933,880,43.92,64.05,43.92
3854.json,1,2577,758,37.37,89.25,37.37
3865.json,1,1892,706,45.66,56.9,45.66
3869.json,1,1456,594,43.37,47.27,43.37
3870.json,1,1362,609,54.13,36.41,54.13
3871.json,1,1355,534,55.45,34.07,55.45
3872.json,1,2003,500,50.35,49.72,50.35
3873.json,1,1829,760,44.43,58.28,44.43
3874.json,1,1566,642,34.43,64.13,34.43
3877.json,1,1526,707,37.29,59.89,37.29
3878.json,1,914,473,39.38,35.22,39.38
3880.json,1,1685,832,40.32,62.43,40.32
3881.json,1,892,472,35.6,38.32,35.6
